gene_id	transcript_id(s)	Naive_EZH2i_R1	Naive_EZH2i_R2	Naive_EZH2i_R3	Naive_R1	Naive_R2	Naive_R3	Primed_EZH2i_R1	Primed_EZH2i_R2	Primed_EZH2i_R3	Primed_R1	Primed_R2	Primed_R3
CKMT1A	NM_001015001	14.00	15.00	27.42	128.23	136.84	129.03	452.85	502.89	448.40	492.68	568.16	573.24
CKMT1B	NM_020990	28.00	35.00	19.58	136.77	115.16	131.97	432.15	494.11	379.60	484.32	433.84	495.76
CKMT2	NM_001099735,NM_001099736,NM_001825	0.00	2.00	3.00	4.00	3.00	3.00	8.00	12.00	13.00	5.00	16.00	17.00
CKMT2-AS1	NR_034121,NR_034122,NR_034123	4.00	5.00	4.00	9.00	5.00	15.00	75.00	55.00	74.00	97.00	62.00	86.00
CKS1B	NM_001826,NR_024163	359.00	350.00	359.00	716.00	664.00	665.00	2859.00	2521.00	2707.00	2560.00	2410.00	2689.00
CKS2	NM_001827	134.00	177.00	145.00	285.00	294.00	322.00	1533.00	1538.00	1580.00	1726.00	1537.00	1598.00
CLASP1	NM_001142273,NM_001142274,NM_001207051,NM_015282	111.00	113.00	104.00	214.00	231.00	208.00	1896.00	1924.00	1899.00	1774.00	1761.00	1801.00
CLASP2	NM_001207044,NM_015097	99.00	97.00	115.00	169.00	182.00	134.00	1169.00	1152.00	1081.00	1476.00	1386.00	1327.00
CLASRP	NM_001278439,NM_007056,NR_103529	78.00	81.00	80.00	165.00	95.00	143.00	608.00	822.00	694.00	598.00	665.00	684.00
CLC	NM_001828	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	1.00	1.00
CLCA1	NM_001285	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLCA2	NM_006536	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
CLCA3P	NR_024604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLCA4	NM_012128,NR_024602	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
CLCC1	NM_001048210,NM_001278202,NM_001278203,NM_015127	50.00	51.00	49.00	93.00	92.00	89.00	316.00	382.00	336.00	358.00	300.00	310.00
CLCF1	NM_001166212,NM_013246	3.00	2.00	0.00	0.00	0.00	3.00	32.00	33.00	32.00	17.00	12.00	27.00
CLCN1	NM_000083,NR_046453	0.00	0.00	0.00	0.00	0.00	3.00	9.00	6.00	8.00	13.00	16.00	5.00
CLCN2	NM_001171087,NM_001171088,NM_001171089,NM_004366	17.00	10.00	17.00	10.00	12.00	16.00	373.00	383.00	401.00	330.00	336.00	353.00
CLCN3	NM_001243372,NM_001243374,NM_001829,NM_173872	122.00	111.00	119.00	140.00	166.00	130.00	922.00	939.00	798.00	899.00	876.00	917.00
CLCN4	NM_001256944,NM_001830	4.00	5.00	3.00	2.00	3.00	5.00	252.00	253.00	224.00	258.00	291.00	237.00
CLCN5	NM_000084,NM_001127898,NM_001127899,NM_001272102,NM_001282163	106.00	93.00	136.00	101.00	128.00	112.00	518.00	423.00	458.00	423.00	416.00	460.00
CLCN6	NM_001256959,NM_001286,NR_046428	60.00	45.00	61.54	79.52	72.00	68.83	647.91	584.71	667.11	599.51	571.03	596.32
CLCN7	NM_001114331,NM_001287	156.00	130.00	133.00	303.00	239.00	281.00	963.00	1171.00	1117.00	897.00	1011.00	1108.00
CLCNKA	NM_001042704,NM_001257139,NM_004070	2.00	0.00	1.00	2.00	0.00	2.00	21.85	26.58	47.23	25.39	30.16	23.74
CLCNKB	NM_000085,NM_001165945	3.00	10.00	0.00	1.00	0.00	0.00	132.15	103.42	137.77	82.61	88.84	112.26
CLDN1	NM_021101	3.00	0.00	0.00	0.00	0.00	0.00	165.00	139.00	144.00	152.00	153.00	135.00
CLDN10	NM_001160100,NM_006984,NM_182848	8.00	7.00	12.00	11.00	5.00	9.00	694.00	625.00	673.00	566.00	526.00	596.00
CLDN10-AS1	NR_046533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN11	NM_001185056,NM_005602	11.00	20.00	14.00	1.00	2.00	2.00	192.00	150.00	175.00	74.00	89.00	88.00
CLDN12	NM_001185072,NM_001185073,NM_012129	61.00	58.00	77.00	109.00	108.00	80.00	1049.00	917.00	847.00	1105.00	954.00	975.00
CLDN14	NM_001146077,NM_001146078,NM_001146079,NM_012130,NM_144492	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3.00	2.00
CLDN15	NM_001185080,NM_014343	17.00	16.00	12.00	23.00	13.00	25.00	131.00	112.00	129.00	85.00	91.00	107.00
CLDN16	NM_006580	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	3.00	1.00	1.00
CLDN17	NM_012131	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN18	NM_001002026,NM_016369	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN19	NM_001123395,NM_001185117,NM_148960	8.00	10.00	5.00	7.00	8.00	14.00	316.00	388.00	303.00	441.00	504.00	515.00
CLDN2	NM_001171092,NM_001171095,NM_020384	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN20	NM_001001346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
CLDN22	NM_001111319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN23	NM_194284	17.00	7.00	25.00	17.00	11.00	12.00	86.00	112.00	105.00	59.00	94.00	75.00
CLDN24	NM_001185149	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN25	NM_001101389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN3	NM_001306	7.00	14.00	14.00	3.00	2.00	2.00	708.00	985.00	789.00	716.00	837.00	766.00
CLDN34	NM_001195081	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	2.00	2.00	4.00	3.00
CLDN4	NM_001305	448.00	372.00	415.00	29.00	40.00	49.00	622.00	684.00	633.00	472.00	495.00	576.00
CLDN5	NM_001130861,NM_003277	0.00	0.00	0.00	0.00	0.00	0.00	19.00	17.00	23.00	19.00	21.00	12.00
CLDN6	NM_021195	708.00	672.00	642.00	1605.00	1550.00	1757.00	9872.00	10439.00	10109.00	9561.00	9895.00	10902.00
CLDN7	NM_001185022,NM_001185023,NM_001307	132.00	124.00	116.00	277.00	231.00	291.00	1237.00	1470.00	1495.00	1253.00	1194.00	1320.00
CLDN8	NM_199328	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLDN9	NM_020982	0.00	0.00	0.00	0.00	1.00	2.00	9.00	7.00	6.00	13.00	11.00	20.00
CLDND1	NM_001040181,NM_001040182,NM_001040183,NM_001040199,NM_001040200,NM_019895	141.00	152.00	155.00	117.00	127.00	112.00	903.00	746.00	860.00	854.00	779.00	815.00
CLDND2	NM_152353	1.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	8.00	4.00	2.00	4.00
CLEC10A	NM_006344,NM_182906	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC11A	NM_002975	32.00	16.00	23.00	15.00	14.00	15.00	206.00	272.00	238.00	130.00	147.00	181.00
CLEC12A	NM_001207010,NM_001300730,NM_138337,NM_201623	3.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC12B	NM_001129998,NM_205852	6.00	1.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC14A	NM_175060	0.00	0.00	0.00	0.00	0.00	2.00	18.00	12.00	20.00	4.00	3.00	6.00
CLEC16A	NM_001243403,NM_015226	107.00	130.00	112.00	237.00	228.00	205.00	450.00	485.00	483.00	461.00	498.00	483.00
CLEC17A	NM_001204118,NM_207390,NR_109784,NR_109785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
CLEC18A	NM_001136214,NM_001271197,NM_182619	0.00	0.00	0.00	2.64	0.00	1.00	32.86	20.79	26.36	22.46	29.77	32.64
CLEC18B	NM_001011880	0.00	1.00	0.00	1.36	0.00	0.00	11.47	13.70	5.99	3.65	13.48	15.69
CLEC18C	NM_173619	0.00	0.00	0.00	0.00	2.00	0.00	11.67	9.51	14.66	9.89	9.75	16.66
CLEC19A	NM_001256720	0.00	0.00	0.00	0.00	0.00	0.00	18.00	16.00	11.00	2.00	4.00	2.00
CLEC1A	NM_001297748,NM_001297749,NM_001297750,NM_001297751,NM_016511	31.00	24.00	29.00	8.00	6.00	7.00	0.00	2.00	1.00	3.00	1.00	1.00
CLEC1B	NM_001099431,NM_016509	55.00	66.00	62.00	37.00	23.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC2A	NM_001130711,NM_207375	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC2B	NM_005127	3.00	3.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
CLEC2D	NM_001004419,NM_001197317,NM_001197318,NM_001197319,NM_013269,NR_036693	6.00	4.00	6.00	6.00	5.00	10.00	77.01	62.01	62.01	65.01	44.01	51.01
CLEC2L	NM_001080511	0.00	0.00	0.00	4.00	0.00	0.00	33.00	36.00	41.00	14.00	16.00	19.00
CLEC3A	NM_001244755,NM_005752	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
CLEC3B	NM_001308394,NM_003278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
CLEC4A	NM_016184,NM_194447,NM_194448,NM_194450	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	12.00	3.00	4.00	2.00
CLEC4C	NM_130441,NM_203503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC4D	NM_080387	0.00	1.00	0.00	2.00	4.00	4.00	5.00	4.00	3.00	7.00	1.00	1.00
CLEC4E	NM_014358	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00
CLEC4F	NM_001258027,NM_173535	0.00	0.00	0.00	0.00	2.00	0.00	4.00	6.00	5.00	0.00	0.00	0.00
CLEC4G	NM_001244856,NM_198492	1.00	0.00	0.00	3.00	4.00	7.00	10.00	12.00	16.00	7.00	11.00	6.00
CLEC4GP1	NR_002931	3.00	1.00	0.00	1.00	2.00	0.00	8.00	15.00	28.00	10.00	6.00	5.00
CLEC4M	NM_001144904,NM_001144905,NM_001144906,NM_001144907,NM_001144908,NM_001144909,NM_001144910,NM_001144911,NM_014257,NR_026707,NR_026708,NR_026709	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLEC5A	NM_001301167,NM_013252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
CLEC6A	NM_001007033	0.00	0.00	0.00	7.00	1.00	1.00	3.00	1.00	5.00	2.00	0.00	1.00
CLEC7A	NM_022570,NM_197947,NM_197948,NM_197949,NM_197950,NM_197954,NR_125336	2.00	0.00	0.00	2.00	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00
CLEC9A	NM_207345	0.00	0.00	0.00	0.00	2.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00
CLECL1	NM_001253750,NM_001267701,NM_172004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLGN	NM_001130675,NM_004362	1.00	3.00	3.00	3.00	1.00	1.00	223.00	206.00	169.00	259.00	212.00	198.00
CLHC1	NM_001135598,NM_152385	1.00	1.00	4.00	5.00	5.00	2.00	62.00	54.00	32.00	56.00	57.00	39.00
CLIC1	NM_001287593,NM_001287594_5,NM_001288	740.00	844.00	785.00	1106.00	1123.00	1147.00	2862.00	3261.00	2657.00	2701.00	2781.00	2924.00
CLIC2	NM_001289	0.00	1.00	1.00	1.00	5.00	0.00	9.00	0.00	2.00	1.00	4.00	5.00
CLIC3	NM_004669	0.00	1.00	1.00	0.00	0.00	1.00	4.00	0.00	4.00	2.00	1.00	3.00
CLIC4	NM_013943	435.00	483.00	520.00	920.00	825.00	734.00	5994.00	5352.00	4971.00	7698.00	6990.00	6691.00
CLIC5	NM_001114086,NM_001256023,NM_016929,NR_045672,NR_045673,NR_045674	2.00	0.00	0.00	1.00	0.00	0.00	3.00	6.00	3.00	6.00	3.00	3.00
CLIC6	NM_053277	6.00	2.00	11.00	2.00	2.00	7.00	416.00	402.00	370.00	112.00	110.00	118.00
CLINT1	NM_001195555,NM_001195556,NM_014666	235.00	277.00	255.00	358.00	366.00	346.00	1412.00	1544.00	1273.00	1619.00	1516.00	1531.00
CLIP1	NM_001247997,NM_002956,NM_198240	202.00	203.00	213.00	439.00	439.00	415.00	482.00	417.00	366.00	505.00	481.00	452.00
CLIP1-AS1	NR_045382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLIP2	NM_003388,NM_032421	49.00	47.00	47.00	57.00	46.00	69.00	1865.00	2218.00	1881.00	1724.00	2070.00	1973.00
CLIP3	NM_001199570,NM_015526	37.00	49.00	43.00	22.00	17.00	21.00	1907.00	2087.00	1951.00	1892.00	2124.00	2069.00
CLIP4	NM_001287527,NM_001287528,NM_024692,NR_109844	50.00	51.00	44.00	3.00	3.00	3.00	23.00	18.00	17.00	7.00	2.00	3.00
CLK1	NM_001162407,NM_004071,NR_027855,NR_027856	40.00	54.00	58.00	97.00	83.00	72.00	305.00	345.00	314.00	402.00	407.00	351.00
CLK2	NM_001294338,NM_001294339_1,NM_003993	179.00	175.00	147.00	261.00	227.00	242.00	865.00	858.00	938.00	776.00	845.00	897.00
CLK2P1	NR_002711	1.00	0.00	1.00	2.00	0.00	0.00	1.00	2.00	1.00	1.00	0.00	0.00
CLK3	NM_001130028,NM_003992	120.00	140.00	125.00	174.00	169.00	174.00	765.00	961.00	841.00	751.00	746.00	875.00
CLK4	NM_020666	16.00	11.00	12.00	13.00	14.00	7.00	153.00	165.00	123.00	185.00	144.00	139.00
CLLU1	NM_001025233,NR_027932,NR_027933	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
CLLU1OS	NM_001025232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLMN	NM_024734	14.00	23.00	16.00	5.00	8.00	1.00	375.00	422.00	367.00	206.00	223.00	239.00
CLMP	NM_024769	98.00	108.00	141.00	21.00	14.00	17.00	314.00	309.00	265.00	196.00	187.00	210.00
CLN3	NM_000086,NM_001042432,NM_001286104,NM_001286105,NM_001286109,NM_001286110	132.00	101.00	96.00	208.00	198.00	218.00	372.01	428.01	454.01	404.00	379.00	410.00
CLN5	NM_006493	39.00	44.00	33.00	35.00	28.00	30.00	177.00	174.00	134.00	161.00	139.00	139.00
CLN6	NM_017882	271.00	237.00	220.00	522.00	420.00	535.00	595.00	619.00	681.00	576.00	674.00	723.00
CLN8	NM_018941_1	93.00	70.00	83.00	197.00	167.00	189.00	781.00	730.00	710.00	608.00	624.00	613.00
CLNK	NM_052964	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLNS1A	NM_001293,NM_001311199,NM_001311200,NM_001311201,NM_001311202	164.00	177.00	177.00	355.00	325.00	352.00	1937.00	2014.00	1820.00	2247.00	2187.00	2136.00
CLOCK	NM_001267843,NM_004898	59.00	65.00	47.00	78.00	85.00	86.00	551.00	495.00	439.00	587.00	568.00	551.00
CLP1	NM_001142597,NM_006831	38.00	54.00	36.00	75.00	74.00	76.00	242.00	274.00	209.00	219.00	208.00	208.00
CLPB	NM_001258392,NM_001258393,NM_001258394,NM_030813	57.00	75.00	70.00	143.00	147.00	154.00	391.00	425.00	352.00	362.00	426.00	396.00
CLPP	NM_006012	216.00	176.00	164.00	372.00	346.00	415.00	869.00	1099.00	947.00	717.00	892.00	922.00
CLPS	NM_001252597,NM_001252598,NM_001832	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLPSL1	NM_001010886	2.00	2.00	4.00	5.00	1.00	0.00	2.00	3.00	0.00	0.00	0.00	4.00
CLPSL2	NM_001286550,NM_207409,NR_104467,NR_104469	0.00	1.00	0.00	0.00	0.00	0.00	27.00	19.00	27.00	19.00	32.00	26.00
CLPTM1	NM_001282175,NM_001282176,NM_001294	463.00	515.00	488.00	847.00	760.00	824.00	2017.00	2183.00	2158.00	1878.00	1969.00	2228.00
CLPTM1L	NM_030782	263.00	248.00	251.00	365.00	380.00	418.00	876.00	935.00	897.00	892.00	878.00	1034.00
CLPX	NM_006660	77.00	71.00	94.00	294.00	305.00	300.00	748.00	714.00	566.00	846.00	764.00	697.00
CLRN1	NM_001195794,NM_001256819,NM_052995,NM_174878,NR_046380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLRN1-AS1	NR_024066	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLRN2	NM_001079827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLRN3	NM_152311	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLSPN	NM_001190481,NM_022111	84.00	69.00	90.00	138.00	138.00	149.00	433.00	400.00	419.00	507.00	474.00	396.00
CLSTN1	NM_001009566,NM_001302883,NM_014944	456.00	514.00	487.00	578.00	607.00	598.00	5968.00	6636.00	5787.00	5302.00	5586.00	5749.00
CLSTN2	NM_022131	71.00	68.00	75.00	2.00	3.00	3.00	106.00	86.00	85.00	74.00	67.00	74.00
CLSTN2-AS1	NR_108084	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00
CLSTN3	NM_014718	47.00	36.00	50.00	42.00	50.00	50.00	1206.00	1337.00	1225.00	1093.00	1100.00	1237.00
CLTA	NM_001076677,NM_001184760,NM_001184761,NM_001184762,NM_001311203,NM_001311204,NM_001311205,NM_001311206,NM_001833,NM_007096,NR_132349	354.00	351.00	353.00	460.00	451.00	496.00	1118.00	1191.00	980.00	1332.00	1372.00	1338.00
CLTB	NM_001834,NM_007097,NR_045724	82.00	89.00	103.00	120.00	123.00	135.00	435.00	439.00	413.00	365.00	378.00	387.00
CLTC	NM_001288653,NM_004859	1432.00	1310.00	1466.00	2213.00	2171.00	2109.00	7977.00	7868.00	6530.00	8723.00	8105.00	8019.00
CLTCL1	NM_001835,NM_007098	5.00	14.00	12.00	10.00	7.00	13.00	495.00	487.00	407.00	437.00	459.00	431.00
CLU	NM_001831,NR_038335,NR_045494	166.00	166.00	179.00	197.00	165.00	196.00	6269.00	7244.00	6106.00	6360.00	6606.00	7406.00
CLUAP1	NM_015041,NM_024793	11.00	19.00	12.00	27.00	21.00	22.00	179.00	188.00	168.00	173.00	178.00	182.00
CLUH	NM_015229	577.00	570.00	521.00	1325.00	1225.00	1635.00	1762.00	2074.00	1694.00	1404.00	1572.00	1700.00
CLUHP3	NR_024034	5.00	2.00	5.00	4.00	6.00	3.00	37.00	54.00	56.00	28.00	52.00	60.00
CLUL1	NM_001289036,NM_014410,NM_199167	1.00	0.00	0.00	1.00	0.00	0.00	5.00	4.00	9.00	12.00	5.00	6.00
CLVS1	NM_173519	0.00	0.00	1.00	1.00	0.00	0.00	7.00	10.00	16.00	8.00	3.00	7.00
CLVS2	NM_001010852	1.00	0.00	0.00	1.00	0.00	0.00	85.00	89.00	95.00	58.00	68.00	44.00
CLYBL	NM_206808,NR_104592	2.00	0.00	2.00	0.00	1.00	0.00	243.00	221.00	201.00	205.00	178.00	206.00
CLYBL-AS1	NR_046525,NR_120383,NR_120384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CLYBL-AS2	NR_046526	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CMA1	NM_001308083,NM_001836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CMAHP	NR_002174,NR_027626	0.00	0.00	1.00	0.00	1.00	0.00	3.00	2.00	0.00	1.00	6.00	0.00
CMAS	NM_018686	42.00	47.00	66.00	30.00	38.00	30.00	666.00	693.00	524.00	662.00	617.00	551.00
CMBL	NM_138809	33.00	45.00	36.00	62.00	66.00	61.00	539.00	477.00	410.00	412.00	439.00	370.00
CMC1	NM_182523	6.00	12.00	7.00	19.00	12.00	14.00	173.00	212.00	134.00	178.00	168.00	178.00
CMC2	NM_020188	32.00	35.00	26.00	55.00	52.00	45.00	222.00	196.00	193.00	213.00	167.00	195.00
CMC4	NM_001018024	15.86	15.69	15.40	15.85	14.72	5.55	118.38	122.74	128.96	122.08	100.57	117.01
CMIP	NM_030629,NM_198390	175.00	156.00	174.00	349.00	358.00	381.00	2348.00	2567.00	2148.00	2162.00	2417.00	2350.00
CMKLR1	NM_001142343,NM_001142344,NM_001142345,NM_004072	2.00	0.00	0.00	3.00	5.00	5.00	22.00	29.00	14.00	17.00	23.00	10.00
CMPK1	NM_001136140,NM_016308,NR_046394,NR_046395	129.00	192.00	173.00	209.00	215.00	212.00	460.00	435.00	392.00	500.00	404.00	394.00
CMPK2	NM_001256477,NM_001256478,NM_207315,NR_046236	0.00	0.00	1.00	3.00	1.00	2.00	15.00	26.00	14.00	7.00	4.00	7.00
CMSS1	NM_001167924,NM_032359	74.00	49.00	63.00	132.00	137.00	116.00	520.00	470.00	401.00	515.00	453.00	445.00
CMTM1	NM_052999,NM_181268,NM_181269,NM_181270,NM_181271,NM_181272,NM_181283,NM_181296	2.00	1.00	0.00	1.20	4.00	0.00	26.00	17.00	33.00	7.00	16.82	25.00
CMTM2	NM_001199317,NM_144673	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
CMTM3	NM_144601,NM_181553,NR_037613,NR_037619	138.00	89.00	72.00	80.00	70.00	72.00	417.00	396.00	436.00	407.00	383.00	368.00
CMTM4	NM_178818,NM_181521	129.00	121.00	120.00	416.00	436.00	426.00	1312.00	1206.00	1277.00	1402.00	1425.00	1439.00
CMTM5	NM_001037288,NM_001288744,NM_001288745,NM_001288746,NM_138460	0.00	0.00	0.00	0.00	0.00	0.00	17.00	29.00	28.00	23.00	30.00	21.00
CMTM6	NM_017801	202.00	221.00	232.00	280.00	248.00	278.00	1123.00	935.00	925.00	1181.00	950.00	962.00
CMTM7	NM_138410,NM_181472	132.00	129.00	119.00	86.00	69.00	102.00	742.00	745.00	861.00	509.00	552.00	637.00
CMTM8	NM_178868	34.00	15.00	25.00	13.00	13.00	16.00	252.00	301.00	233.00	172.00	177.00	239.00
CMTR1	NM_015050	120.00	111.00	91.00	198.00	163.00	145.00	880.00	897.00	865.00	731.00	756.00	803.00
CMTR2	NM_001099642,NM_018348	39.00	25.00	35.00	45.00	40.00	35.00	368.00	276.00	302.00	385.00	330.00	338.00
CMYA5	NM_153610	3.00	0.00	1.00	8.00	12.00	6.00	54.00	63.00	55.00	45.00	38.00	50.00
CNBD1	NM_173538	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CNBD2	NM_001207076,NM_001304367,NM_080834,NR_130714	0.00	1.00	0.00	0.00	4.00	1.00	2.00	0.00	3.00	0.00	2.00	4.00
CNBP	NM_001127192,NM_001127193,NM_001127194,NM_001127195,NM_001127196,NM_003418	813.00	922.00	863.00	1471.00	1504.00	1301.00	5326.00	5101.00	4748.00	5907.00	5291.00	5516.00
CNDP1	NM_032649	2.00	1.00	0.00	1.00	1.00	1.00	2.00	2.00	0.00	1.00	1.00	1.00
CNDP2	NM_001168499,NM_018235	453.00	450.00	453.00	903.00	853.00	807.00	1756.00	2000.00	1822.00	1933.00	1947.00	1868.00
CNEP1R1	NM_001281789,NM_153261,NR_104042,NR_104043	37.00	38.00	40.00	66.00	63.00	37.00	204.00	171.00	194.00	216.00	191.00	204.00
CNFN	NM_032488	5.00	2.00	2.00	6.00	5.00	11.00	211.00	306.00	314.00	240.00	203.00	253.00
CNGA1	NM_000087,NM_001142564	1.00	1.00	0.00	4.00	1.00	4.00	24.00	38.00	15.00	51.00	56.00	32.00
CNGA2	NM_005140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CNGA3	NM_001079878,NM_001298	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00
CNGA4	NM_001037329	1.00	1.00	0.00	1.00	1.00	0.00	13.00	7.00	18.00	14.00	15.00	14.00
CNGB1	NM_001135639,NM_001286130,NM_001297	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	5.00	1.00
CNGB3	NM_019098	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
CNIH1	NM_005776	134.00	82.00	148.00	232.00	200.00	197.00	623.00	630.00	511.00	809.00	713.00	736.00
CNIH2	NM_182553,NR_073078,NR_073079	16.00	7.00	17.00	26.00	30.00	23.00	307.00	369.00	334.00	304.00	339.00	416.00
CNIH3	NM_152495	16.00	13.00	23.00	7.00	11.00	17.00	68.00	76.00	54.00	20.00	19.00	15.00
CNIH4	NM_001277197,NM_001277198,NM_001277199,NM_001277200,NM_014184,NR_102347	76.00	80.00	108.00	224.00	181.00	169.00	690.00	616.00	676.00	692.00	611.00	674.00
CNKSR1	NM_001297647,NM_001297648,NM_006314	48.00	29.00	34.00	45.00	39.00	43.00	348.00	491.00	389.00	292.00	395.00	409.00
CNKSR2	NM_001168647,NM_001168648,NM_001168649,NM_014927	8.00	2.00	1.00	1.00	1.00	0.00	650.00	709.00	638.00	833.00	897.00	787.00
CNKSR3	NM_173515	21.00	29.00	30.00	22.00	17.00	21.00	137.00	170.00	150.00	162.00	125.00	160.00
CNN1	NM_001299,NM_001308341,NM_001308342	33.00	49.00	46.00	38.00	38.00	35.00	206.00	220.00	250.00	379.00	381.00	435.00
CNN2	NM_001303499,NM_001303501,NM_004368,NM_201277	503.00	477.00	423.00	597.00	602.00	656.00	6951.00	7359.00	6635.00	8416.00	8705.00	9989.00
CNN3	NM_001286055,NM_001286056,NM_001839	976.00	997.00	1000.00	969.00	977.00	1003.00	4443.00	4993.00	4111.00	4567.00	4582.00	4545.00
CNNM1	NM_020348	11.00	15.00	14.00	6.00	7.00	14.00	185.00	194.00	191.00	126.00	83.00	99.00
CNNM2	NM_017649,NM_199076,NM_199077	26.00	45.00	28.00	53.00	39.00	54.00	1053.00	1048.00	1059.00	941.00	925.00	982.00
CNNM3	NM_017623,NM_199078	137.00	125.00	111.00	213.00	224.00	231.00	1080.00	1078.00	957.00	988.00	993.00	1031.00
CNNM4	NM_020184	237.00	246.00	217.00	271.00	294.00	307.00	981.00	990.00	985.00	831.00	890.00	893.00
CNOT1	NM_001265612,NM_016284,NM_206999,NR_049763	935.00	975.00	910.00	1947.00	1843.00	1881.00	9695.00	9025.00	8290.00	10211.00	10205.00	10339.00
