gene_id	transcript_id(s)	H9_naive_EZH2i_R1	H9_naive_none_R1
AGTRAP	NM_001040194,NM_001040195,NM_001040196,NM_001040197,NM_020350	74.00	158.00
AGXT	NM_000030	1.00	0.00
AGXT2	NM_001306173,NM_031900	0.00	0.00
AHCTF1	NM_015446	182.00	381.99
AHCTF1P1	NR_077058	0.00	5.01
AHCY	NM_000687,NM_001161766	747.00	1287.00
AHCYL1	NM_001242673,NM_001242674,NM_001242675,NM_001242676,NM_006621	412.00	510.00
AHCYL2	NM_001130720,NM_001130722,NM_001130723,NM_015328	40.00	126.00
AHDC1	NM_001029882	115.00	88.00
AHI1	NM_001134830,NM_001134831,NM_001134832,NM_017651	7.00	10.00
AHNAK	NM_001620,NM_024060	2335.00	980.00
AHNAK2	NM_138420	20.00	18.00
AHR	NM_001621	13.00	6.00
AHRR	NM_001242412,NM_020731	4.00	4.00
AHSA1	NM_012111	259.00	521.00
AHSA2	NM_152392	11.00	12.00
AHSG	NM_001622	0.00	0.00
AHSP	NM_016633	0.00	0.00
AICDA	NM_020661	5.00	3.00
AIDA	NM_022831	206.00	319.00
AIF1	NM_001623,NM_004847,NM_032955	0.00	0.00
AIF1L	NM_001185095,NM_001185096,NM_031426,NR_033701	382.00	324.00
AIFM1	NM_001130846,NM_001130847,NM_004208,NM_145812,NM_145813	117.00	225.00
AIFM2	NM_001198696,NM_032797	12.00	36.00
AIFM3	NM_001018060,NM_001146288,NM_144704,NR_027464	0.00	3.00
AIG1	NM_001286587,NM_001286588,NM_001286589,NM_016108	3.00	0.00
AIM1	NM_001624	29.00	32.00
AIM1L	NM_001039775	169.00	60.00
AIM2	NM_004833	0.00	0.00
AIMP1	NM_001142415,NM_001142416,NM_004757	56.00	164.00
AIMP2	NM_006303	89.00	139.00
AIP	NM_001302959,NM_001302960,NM_003977	33.00	67.00
AIPL1	NM_001033054,NM_001033055,NM_001285399,NM_001285400,NM_001285401,NM_001285402,NM_001285403,NM_014336	0.00	1.00
AIRE	NM_000383	11.00	39.00
AIRN	NR_047511,NR_047514	0.00	0.00
AJAP1	NM_001042478,NM_018836	6.00	11.00
AJUBA	NM_001289097,NM_032876,NM_198086	121.00	82.00
AK1	NM_000476	48.00	17.00
AK2	NM_001199199,NM_001625,NM_013411,NR_037591,NR_037592	208.00	470.00
AK3	NM_001199852,NM_001199853,NM_001199855,NM_001199856,NM_016282	38.00	24.00
AK4	NM_001005353,NM_013410,NM_203464	290.00	1803.00
AK5	NM_012093,NM_174858	4.00	6.00
AK6	NM_001015891,NM_016283	48.14	78.67
AK7	NM_152327	2.00	0.00
AK8	NM_152572	4.00	0.00
AK9	NM_001145128,NM_145025	1.00	0.00
AKAP1	NM_001242902,NM_001242903,NM_003488	203.00	949.00
AKAP10	NM_007202	64.00	115.00
AKAP11	NM_016248	44.00	82.00
AKAP12	NM_005100,NM_144497	519.00	2001.00
AKAP13	NM_001270546,NM_006738,NM_007200	146.00	134.00
AKAP14	NM_001008534,NM_001008535,NM_178813	0.00	0.00
AKAP17A	NM_005088,NM_005088_1,NR_027383,NR_027383_1	176.00	324.00
AKAP2	NM_001004065,NM_001136562,NM_001198656	297.00	197.50
AKAP3	NM_001278309,NM_006422	18.00	67.00
AKAP4	NM_003886,NM_139289	10.00	0.00
AKAP5	NM_004857	32.00	20.00
AKAP6	NM_004274	21.00	1.00
AKAP7	NM_004842,NM_016377,NM_138633	11.00	13.00
AKAP8	NM_005858	107.00	221.00
AKAP8L	NM_001291478,NM_014371,NR_111971	107.00	199.00
AKAP9	NM_005751,NM_147185	102.00	112.00
AKIP1	NM_001206646,NM_001206647,NM_001206648,NM_020642,NR_045417,NR_045418	22.00	27.00
AKIRIN1	NM_001136275,NM_024595	213.00	572.00
AKIRIN2	NM_018064	130.00	251.00
AKNA	NM_030767	127.00	305.00
AKNAD1	NM_152763,NR_049760	0.00	2.00
AKR1A1	NM_001202413,NM_001202414,NM_006066,NM_153326	213.00	361.00
AKR1B1	NM_001628	165.00	181.00
AKR1B10	NM_020299	0.00	0.00
AKR1B15	NM_001080538	4.00	0.00
AKR1C1	NM_001353	0.00	0.00
AKR1C2	NM_001135241,NM_001354,NM_205845	0.00	0.00
AKR1C3	NM_001253908,NM_001253909,NM_003739	0.00	0.00
AKR1C4	NM_001818	0.00	0.00
AKR1C6P	NR_026743	0.00	0.00
AKR1C8P	NR_027916	0.00	0.00
AKR1D1	NM_001190906,NM_001190907,NM_005989	2.00	0.00
AKR1E2	NM_001040177,NM_001271021,NM_001271025,NR_073125,NR_073126,NR_073127	0.00	1.00
AKR7A2	NM_003689	76.00	81.00
AKR7A2P1	NR_002796	0.00	0.00
AKR7A3	NM_012067	2.00	0.00
AKR7L	NR_040288,NR_040289	0.00	0.00
AKT1	NM_001014431,NM_001014432,NM_005163	337.00	297.00
AKT1S1	NM_001098632,NM_001098633,NM_001278159,NM_001278160,NM_032375	246.00	389.00
AKT2	NM_001243027,NM_001243028,NM_001626	270.00	387.00
AKT3	NM_001206729,NM_005465_1,NM_181690_1	32.00	40.00
AKTIP	NM_001012398,NM_001308325,NM_022476	43.00	44.00
ALAD	NM_000031	106.00	202.00
ALAS1	NM_000688,NM_001304443,NM_001304444,NM_199166	148.00	212.00
ALAS2	NM_000032,NM_001037967,NM_001037968	0.00	0.00
ALB	NM_000477	0.00	0.00
ALCAM	NM_001243280,NM_001243281,NM_001243283,NM_001627	245.00	70.00
ALDH16A1	NM_001145396,NM_153329	125.00	165.00
ALDH18A1	NM_001017423,NM_002860	306.00	313.00
ALDH1A1	NM_000689	0.00	0.00
ALDH1A2	NM_001206897,NM_003888,NM_170696,NM_170697	107.00	4.00
ALDH1A3	NM_000693,NM_001293815	10.00	13.00
ALDH1B1	NM_000692	65.00	104.00
ALDH1L1	NM_001270364,NM_001270365,NM_012190,NR_072979	0.00	1.00
ALDH1L1-AS1	NR_046602	0.00	0.00
ALDH1L1-AS2	NR_046383	0.00	1.00
ALDH1L2	NM_001034173,NR_027752	97.00	129.00
ALDH2	NM_000690,NM_001204889	259.00	390.00
ALDH3A1	NM_000691,NM_001135167,NM_001135168	0.00	0.00
ALDH3A2	NM_000382,NM_001031806	119.00	204.00
ALDH3B1	NM_000694,NM_001030010,NM_001161473,NM_001290058,NM_001290059	3.00	3.00
ALDH3B2	NM_000695,NM_001031615	2.00	0.00
ALDH4A1	NM_001161504,NM_003748,NM_170726	100.00	146.00
ALDH5A1	NM_001080,NM_170740	9.00	14.00
ALDH6A1	NM_001278593,NM_001278594,NM_005589	27.00	47.00
ALDH7A1	NM_001182,NM_001201377,NM_001202404	109.00	214.00
ALDH8A1	NM_001193480,NM_022568,NM_170771	1.00	0.00
ALDH9A1	NM_000696	99.00	111.00
ALDOA	NM_000034,NM_001127617,NM_001243177,NM_184041,NM_184043	2627.00	4124.00
ALDOB	NM_000035	0.00	0.00
ALDOC	NM_005165	16.00	70.00
ALG1	NM_019109	81.00	79.00
ALG10	NM_032834	19.00	11.00
ALG10B	NM_001013620,NM_001308340	6.00	9.00
ALG11	NM_001004127,NR_036571	31.83	34.23
ALG12	NM_024105	59.00	187.00
ALG13	NM_001039210,NM_001099922,NM_001168385,NM_001257230,NM_001257231,NM_001257234,NM_001257235,NM_001257237,NM_001257239,NM_001257240,NM_001257241,NM_018466,NR_033125	63.00	113.00
ALG14	NM_001305242,NM_144988,NR_131032	16.00	17.00
ALG1L	NM_001015050,NM_001195223	3.00	4.00
ALG1L2	NM_001136152	0.00	0.00
ALG1L9P	NR_073386,NR_073387,NR_073388	0.00	0.00
ALG2	NM_033087,NR_024532	89.00	203.00
ALG3	NM_001006941,NM_005787,NR_024533,NR_024534	136.00	196.00
ALG5	NM_001142364,NM_013338	19.00	46.00
ALG6	NM_013339	38.00	61.00
ALG8	NM_001007027,NM_024079	98.00	109.00
ALG9	NM_001077690,NM_001077691,NM_001077692,NM_024740	55.00	104.00
ALK	NM_004304	0.00	0.00
ALKBH1	NM_006020	35.00	81.00
ALKBH2	NM_001001655,NM_001145374,NM_001145375,NM_001205179,NM_001205180	30.00	38.00
ALKBH3	NM_139178	16.00	29.00
ALKBH3-AS1	NR_038907	0.00	0.00
ALKBH4	NM_017621	24.00	43.00
ALKBH5	NM_017758	148.00	327.00
ALKBH6	NM_001297701,NM_032878,NM_198867	14.00	18.00
ALKBH7	NM_032306	106.00	224.00
ALKBH8	NM_001301010,NM_138775	29.00	40.00
ALLC	NM_018436	0.00	0.00
ALMS1	NM_015120	64.00	144.00
ALMS1-IT1	NR_046762	0.00	3.00
ALMS1P	NR_003683	0.00	0.00
ALOX12	NM_000697	8.00	6.00
ALOX12-AS1	NR_040089	0.00	0.00
ALOX12B	NM_001139	0.00	0.00
ALOX12P2	NR_002710,NR_120453	0.00	0.00
ALOX15	NM_001140	266.00	22.00
ALOX15B	NM_001039130,NM_001039131,NM_001141	1.00	0.00
ALOX15P1	NR_045985	0.00	0.00
ALOX5	NM_000698,NM_001256153,NM_001256154_1	4.00	17.00
ALOX5AP	NM_001204406,NM_001629	2.00	0.00
ALOXE3	NM_001165960,NM_021628	3.00	0.00
ALPI	NM_001631	1.00	0.00
ALPK1	NM_001102406,NM_001253884,NM_025144	1.00	2.00
ALPK2	NM_052947	14.00	7.00
ALPK3	NM_020778	42.00	34.00
ALPL	NM_000478,NM_001127501,NM_001177520	33.00	294.00
ALPP	NM_001632	91.67	428.82
ALPPL2	NM_031313	1281.33	5786.18
ALS2	NM_001135745,NM_020919	92.00	121.00
ALS2CL	NM_001190707,NM_147129,NM_182775,NR_033815	6.00	6.00
ALS2CR11	NM_001168216,NM_001168217,NM_001168221,NM_152525	6.00	6.00
ALS2CR12	NM_001127391,NM_001289993,NM_139163,NR_110620	1.00	0.00
ALX1	NM_006982	5.00	9.00
ALX3	NM_006492	5.00	0.00
ALX4	NM_021926	14.00	2.00
ALYREF	NM_005782	270.00	500.00
AMACR	NM_001167595,NM_014324,NM_203382	19.00	18.50
AMBN	NM_016519	5.00	4.00
AMBP	NM_001633	0.00	0.00
AMBRA1	NM_001267782,NM_001267783,NM_001300731,NM_017749	219.00	443.00
AMD1	NM_001287214,NM_001287215,NM_001287216,NM_001634,NR_109768	536.00	1074.00
AMDHD1	NM_152435	0.00	0.00
AMDHD2	NM_001145815,NM_015944	55.00	74.00
AMELX	NM_001142,NM_182680,NM_182681	0.00	0.00
AMELY	NM_001143	0.00	0.00
AMER1	NM_152424	27.00	56.00
AMER2	NM_152704,NM_199138	1.00	2.00
AMER3	NM_001105193,NM_001105194,NM_001105195,NM_152698	0.00	3.00
AMFR	NM_001144	118.00	193.00
AMH	NM_000479	24.00	23.00
AMHR2	NM_001164690,NM_001164691,NM_020547	2.00	2.00
AMICA1	NM_001098526,NM_001286570,NM_001286571,NM_153206,NR_104479	0.00	0.00
AMIGO1	NM_020703	1.00	12.00
AMIGO2	NM_001143668,NM_181847	101.00	36.00
AMIGO3	NM_198722	29.00	31.00
AMMECR1	NM_001025580,NM_001171689,NM_015365	103.00	111.00
AMMECR1L	NM_001199140,NM_031445	111.00	195.00
AMN	NM_030943	6.00	5.00
AMN1	NM_001113402,NM_001278411,NM_001278412,NR_103522,NR_103523	9.00	6.00
AMOT	NM_001113490,NM_133265	267.00	107.00
AMOTL1	NM_001301007,NM_130847	295.00	94.00
AMOTL2	NM_001278683,NM_001278685,NM_016201	589.00	270.00
AMPD1	NM_000036,NM_001172626	0.00	0.00
AMPD2	NM_001257360,NM_001257361,NM_001308170,NM_004037,NM_139156,NM_203404	144.00	74.00
AMPD3	NM_000480,NM_001025389,NM_001025390,NM_001172430,NM_001172431	11.00	32.00
AMPH	NM_001635,NM_139316	1.00	3.00
AMT	NM_000481,NM_001164710,NM_001164711,NM_001164712,NR_028435	20.00	66.00
AMTN	NM_001286731,NM_212557	0.00	0.00
AMY1A	NM_001008221,NM_001008221_1,NM_001008221_2,NM_004038,NM_004038_1,NM_004038_2	0.00	0.00
AMY1B	NM_001008218,NM_001008218_1,NM_001008218_2	0.00	0.00
AMY1C	NM_001008219,NM_001008219_1,NM_001008219_2	0.00	0.00
AMY2A	NM_000699	0.00	0.00
AMY2B	NM_020978	2.00	1.00
AMZ1	NM_001284355,NM_133463	2.00	2.00
AMZ2	NM_001033569,NM_001033570,NM_001033571,NM_001033572,NM_001033574,NM_001289054,NM_001289056,NM_016627	119.00	131.00
AMZ2P1	NR_026903	8.00	7.00
ANAPC1	NM_022662	236.29	620.82
ANAPC10	NM_001256706,NM_001256707,NM_001256708,NM_001256709,NM_001256710,NM_001256711,NM_001256712,NM_014885,NR_046345	26.00	38.00
ANAPC11	NM_001002244,NM_001002245,NM_001002246,NM_001002247,NM_001002248,NM_001002249,NM_001289414,NM_001289415,NM_001289416,NM_001289417,NM_001289418,NM_001289419,NM_001289420,NM_016476	102.00	150.00
ANAPC13	NM_001242374,NM_001242375,NM_015391	105.00	132.00
ANAPC15	NM_001278485,NM_001278486,NM_001278487,NM_001278488,NM_001278489,NM_001278490,NM_001278491,NM_001278492,NM_001278493,NM_001278494,NM_014042	68.00	140.00
ANAPC16	NM_001242546,NM_001242547,NM_001242548,NM_173473,NR_038391,NR_038392	89.00	91.00
ANAPC1P1	NR_037931	0.00	0.00
ANAPC2	NM_013366	86.00	150.00
ANAPC4	NM_001286756,NM_013367	33.00	79.00
ANAPC5	NM_001137559,NM_016237	366.00	548.00
ANAPC7	NM_001137664,NM_016238	87.00	158.00
ANG	NM_001097577,NM_001145	2.00	3.00
ANGEL1	NM_015305	37.00	73.00
ANGEL2	NM_001300753,NM_001300755,NM_001300757,NM_001300758,NM_144567,NR_125333	39.00	77.00
ANGPT1	NM_001146,NM_001199859	26.00	43.00
ANGPT2	NM_001118887,NM_001118888,NM_001147	5.00	5.00
ANGPT4	NM_015985	0.00	0.00
ANGPTL1	NM_004673	0.00	0.00
ANGPTL2	NM_012098	85.00	4.00
ANGPTL3	NM_014495	0.00	0.00
ANGPTL4	NM_001039667,NM_139314,NR_104213	6.00	5.00
ANGPTL5	NM_178127	0.00	0.00
ANGPTL6	NM_031917	1.00	0.00
ANGPTL7	NM_021146	0.00	0.00
ANHX	NM_001191054	0.00	1.00
ANK1	NM_000037,NM_001142445,NM_001142446,NM_020475,NM_020476,NM_020477,NM_020478,NM_020480	24.00	60.00
ANK2	NM_001127493,NM_001148,NM_020977	30.00	91.00
ANK3	NM_001149,NM_001204403,NM_001204404,NM_020987	54.00	179.00
ANKAR	NM_144708	0.00	0.00
ANKDD1A	NM_182703	0.00	1.00
ANKDD1B	NM_001276713	4.00	3.00
ANKEF1	NM_001303472,NM_022096,NM_198798	10.00	18.00
ANKFN1	NM_153228	1.00	0.00
ANKFY1	NM_001257999,NM_016376,NR_047571	219.00	260.00
ANKH	NM_054027	74.00	55.00
ANKHD1	NM_001197030,NM_017747,NM_017978,NM_024668	122.28	120.28
ANKHD1-EIF4EBP3	NM_020690	76.56	164.84
ANKIB1	NM_019004	101.00	127.00
ANKK1	NM_178510	1.00	0.00
ANKLE1	NM_001278443,NM_001278444,NM_001278445,NM_152363,NR_103530	7.00	6.00
ANKLE2	NM_015114	134.00	230.00
ANKMY1	NM_001282771,NM_001282780,NM_001282781,NM_001308375,NM_016552,NM_017844	5.00	4.00
ANKMY2	NM_020319	69.00	45.00
ANKRA2	NM_023039	8.00	19.00
ANKRD1	NM_014391	8.00	11.00
ANKRD10	NM_001286721,NM_017664,NR_104586,NR_104587	71.00	124.00
ANKRD11	NM_001256182,NM_001256183,NM_013275,NR_045839	510.00	1013.00
ANKRD12	NM_001083625,NM_001204056,NM_015208	70.00	130.00
ANKRD13A	NM_033121	71.00	96.00
ANKRD13B	NM_152345	17.00	16.00
ANKRD13C	NM_030816	63.00	122.00
ANKRD13D	NM_207354,NR_030767	39.00	51.00
ANKRD16	NM_001009941,NM_001009943,NM_019046	5.00	19.00
ANKRD17	NM_001286771,NM_032217,NM_198889	595.00	901.00
ANKRD18A	NM_147195	0.00	1.00
ANKRD18B	NM_001244752	12.00	1.00
ANKRD18DP	NR_003291	0.00	0.00
ANKRD19P	NR_026868	2.00	4.00
ANKRD2	NM_001129981,NM_001291218,NM_001291219,NM_020349	3.00	3.00
ANKRD20A1	NM_032250,NM_032250_1	0.00	0.00
ANKRD20A11P	NR_027270	0.00	0.00
ANKRD20A12P	NR_046228	2.00	3.00
ANKRD20A19P	NR_073430	0.00	0.00
ANKRD20A2	NM_001012421,NM_001012421_1	0.00	0.00
ANKRD20A3	NM_001012419,NM_001012419_1,NM_001012419_2	0.00	0.00
ANKRD20A4	NM_001098805	0.00	0.00
ANKRD20A5P	NR_040113	0.00	1.00
ANKRD20A8P	NR_003366	0.00	0.00
ANKRD20A9P	NR_027995	0.00	0.00
ANKRD22	NM_144590	0.00	0.00
ANKRD23	NM_144994	3.00	4.00
ANKRD24	NM_133475	5.00	16.00
ANKRD26	NM_001256053,NM_014915	27.00	66.00
ANKRD26P1	NR_026556	7.00	4.00
ANKRD26P3	NR_027248	0.00	0.00
ANKRD27	NM_032139	78.00	94.00
ANKRD28	NM_001195098,NM_001195099,NM_015199	97.00	276.00
ANKRD29	NM_001308238,NM_173505	0.00	0.00
ANKRD30A	NM_052997	0.00	0.00
ANKRD30B	NM_001145029	0.00	0.00
ANKRD30BL	NR_027019,NR_027020	0.00	0.00
ANKRD30BP2	NR_026916	0.00	0.00
ANKRD30BP3	NR_033891	0.00	0.00
ANKRD31	NM_001164443	0.00	1.00
ANKRD33	NM_001130015,NM_001304459,NM_001304460,NM_182608	0.00	1.00
ANKRD33B	NM_001164440	117.00	39.00
ANKRD34A	NM_001039888	1.00	9.00
ANKRD34B	NM_001004441	0.00	0.00
ANKRD34C	NM_001146341	0.00	1.00
ANKRD34C-AS1	NR_038997	0.00	0.00
ANKRD35	NM_001280799,NM_144698	0.00	0.00
ANKRD36	NM_001164315	5.67	3.23
ANKRD36B	NM_025190	6.33	13.09
ANKRD36BP1	NR_026844	0.00	0.00
ANKRD36BP2	NR_015424	0.00	0.00
ANKRD36C	NM_001310154	0.00	7.69
ANKRD37	NM_181726	0.00	3.00
ANKRD39	NM_016466	34.00	28.00
ANKRD40	NM_052855	140.00	263.00
ANKRD42	NM_001300972,NM_001300973,NM_001300975,NM_001300976,NM_001300977,NM_182603,NR_125355	24.00	14.00
ANKRD44	NM_001195144,NM_153697	2.00	1.00
ANKRD44-IT1	NR_046837	0.00	0.00
ANKRD45	NM_198493	1.00	20.00
ANKRD46	NM_001270377,NM_001270378,NM_001270379,NM_198401	35.00	41.00
ANKRD49	NM_017704	21.00	42.00
ANKRD50	NM_001167882,NM_020337	102.00	104.00
ANKRD52	NM_173595	250.00	189.00
ANKRD53	NM_001115116,NM_024933	2.00	5.00
ANKRD54	NM_138797,NR_036556	40.00	91.00
ANKRD55	NM_024669	13.00	29.00
ANKRD6	NM_001242809,NM_001242811,NM_001242813,NM_001242814,NM_014942	37.00	21.00
ANKRD60	NM_001304369	0.00	0.00
ANKRD61	NM_001271700	0.00	0.00
ANKRD62	NM_001277333	0.00	0.00
ANKRD62P1-PARP4P3	NR_040115	0.00	0.00
ANKRD63	NM_001190479	0.00	0.00
ANKRD65	NM_001145210,NM_001243535,NM_001243536	0.00	0.00
ANKRD66	NM_001162435	0.00	0.00
ANKRD7	NM_019644	1.00	0.00
ANKRD9	NM_152326	18.00	69.00
ANKS1A	NM_015245	435.00	201.00
ANKS1B	NM_001204065,NM_001204066,NM_001204067,NM_001204068,NM_001204069,NM_001204070,NM_001204079,NM_001204080,NM_001204081,NM_020140,NM_152788,NM_181670	0.00	4.00
ANKS3	NM_001242929,NM_001308089,NM_133450,NR_040252	16.00	29.00
ANKS4B	NM_145865	0.00	1.00
ANKS6	NM_173551	62.00	51.00
ANKUB1	NM_001144960	0.00	0.00
ANKZF1	NM_001042410,NM_001282792,NM_018089	29.00	72.00
ANLN	NM_001284301,NM_001284302,NM_018685	416.00	545.00
ANO1	NM_018043,NR_030691	14.00	0.00
ANO1-AS2	NR_103835	0.00	0.00
ANO10	NM_001204831,NM_001204832,NM_001204833,NM_001204834,NM_018075	90.00	84.00
ANO2	NM_001278596,NM_001278597	1.00	22.00
ANO3	NM_031418	0.00	0.00
ANO4	NM_001286615,NM_001286616,NM_178826_1	3.00	7.00
ANO5	NM_001142649,NM_213599	1.00	4.00
ANO6	NM_001025356,NM_001142678,NM_001142679,NM_001204803	328.00	205.00
ANO7	NM_001001666,NM_001001891	7.00	1.00
ANO8	NM_020959	22.00	34.00
ANO9	NM_001012302	3.00	2.00
ANOS1	NM_000216	68.00	13.00
ANP32A	NM_006305	183.00	317.00
ANP32A-IT1	NR_026808	0.00	0.00
ANP32AP1	NR_003144	0.00	0.00
ANP32B	NM_006401	443.00	523.00
ANP32C	NM_012403	0.00	0.00
ANP32D	NM_012404	0.00	0.00
ANP32E	NM_001136478,NM_001136479,NM_001280559,NM_001280560,NM_030920	188.00	402.00
ANPEP	NM_001150	254.00	77.00
ANTXR1	NM_018153,NM_032208,NM_053034	32.00	11.00
ANTXR2	NM_001145794,NM_001286780,NM_001286781,NM_058172	67.00	77.00
ANTXRL	NM_001278688	0.00	0.00
ANTXRLP1	NR_103827,NR_103828	0.00	0.00
ANXA1	NM_000700	312.00	106.00
ANXA10	NM_007193	0.00	0.00
ANXA11	NM_001157,NM_001278407,NM_001278408,NM_001278409,NM_145868,NM_145869	473.00	401.00
ANXA13	NM_001003954,NM_004306	0.00	0.00
ANXA2	NM_001002857,NM_001002858,NM_001136015,NM_004039	1770.81	2860.69
ANXA2P1	NR_001562	0.00	0.00
ANXA2P2	NR_003573	27.19	46.31
ANXA2P3	NR_001446	0.00	0.00
ANXA2R	NM_001014279	0.00	2.00
ANXA3	NM_005139	213.00	365.00
ANXA4	NM_001153	13.00	65.00
ANXA5	NM_001154	560.00	717.00
ANXA6	NM_001155,NM_001193544	507.00	495.00
ANXA7	NM_001156,NM_004034	150.00	312.00
ANXA8	NM_001040084,NM_001271702,NM_001271703	27.86	2.22
ANXA8L1	NM_001098845,NM_001278923,NM_001278924	26.14	10.78
ANXA9	NM_003568	1.00	0.00
AOAH	NM_001177506,NM_001177507,NM_001637	0.00	0.00
AOAH-IT1	NR_046764	0.00	0.00
AOC1	NM_001091,NM_001272072	1.00	0.00
AOC2	NM_001158,NM_009590	4.00	7.00
AOC3	NM_001277731,NM_001277732,NM_003734,NR_102422	4.00	15.85
AOC4P	NR_002773	0.00	1.15
AOX1	NM_001159	2.00	5.00
AOX2P	NR_001557	0.00	0.00
AP1AR	NM_001128426,NM_018569	26.00	52.00
AP1B1	NM_001127,NM_001166019,NM_145730	536.00	906.00
AP1B1P1	NR_040114	0.00	0.00
AP1G1	NM_001030007,NM_001128	305.00	435.00
AP1G2	NM_001282474,NM_001282475,NM_003917	112.00	131.00
AP1M1	NM_001130524,NM_032493	164.00	91.00
AP1M2	NM_001300887,NM_005498	178.00	429.00
AP1S1	NM_001283	87.00	259.00
AP1S2	NM_001272071,NM_003916	96.82	18.58
AP1S3	NM_001039569,NR_110905,NR_110906	1.00	6.00
AP2A1	NM_014203,NM_130787	720.00	845.00
AP2A2	NM_001242837_2,NM_012305_2	248.00	299.00
AP2B1	NM_001030006,NM_001282	1069.00	2256.00
AP2M1	NM_001025205,NM_001311198,NM_004068	1353.00	2112.00
AP2S1	NM_001301076,NM_001301078,NM_001301081,NM_004069,NM_021575	289.00	465.00
AP3B1	NM_001271769,NM_003664	215.00	351.00
AP3B2	NM_001278511,NM_001278512,NM_004644	4.00	12.00
AP3D1	NM_001261826,NM_003938	676.00	894.00
AP3M1	NM_012095,NM_207012	187.00	194.00
AP3M2	NM_001134296,NM_006803	50.00	52.00
AP3S1	NM_001284	167.00	257.00
AP3S2	NM_005829,NR_023361,NR_037582	55.93	80.21
AP4B1	NM_001253852,NM_001253853,NM_001308312,NM_006594	26.00	56.00
AP4B1-AS1	NR_037864,NR_125965	0.00	0.00
AP4E1	NM_001252127,NM_007347	60.00	85.00
AP4M1	NM_004722	27.00	30.00
AP4S1	NM_001128126,NM_001254726,NM_001254727,NM_001254728,NM_001254729,NM_007077	13.00	21.00
AP5B1	NM_138368	71.00	76.00
AP5M1	NM_018229,NR_026895	72.00	229.00
AP5S1	NM_001204446,NM_001204447,NM_018347	25.00	48.00
AP5Z1	NM_014855	106.00	134.00
APAF1	NM_001160,NM_013229,NM_181861,NM_181868,NM_181869	73.00	69.00
APBA1	NM_001163	4.00	7.00
APBA2	NM_001130414,NM_005503	50.00	44.00
APBA3	NM_004886	57.00	85.00
APBB1	NM_001164,NM_001257319,NM_001257320,NM_001257321,NM_001257323,NM_001257325,NM_001257326,NM_145689,NR_047512	68.00	22.00
APBB1IP	NM_019043	11.00	1.00
APBB2	NM_001166050,NM_001166051,NM_001166052,NM_001166053,NM_001166054,NM_004307,NM_173075	59.00	63.00
APBB3	NM_006051,NM_133172,NM_133173,NM_133174	10.00	9.00
APC	NM_000038,NM_001127510,NM_001127511	98.00	88.00
APC2	NM_005883	6.00	5.00
APCDD1	NM_153000	35.00	15.00
APCDD1L	NM_001304787,NM_153360,NR_130908	2.00	0.00
APCDD1L-AS1	NR_034147	0.00	0.00
APCS	NM_001639	0.00	0.00
APEH	NM_001640	192.00	329.00
APELA	NM_001297550	28.00	151.00
APEX1	NM_001244249,NM_001641,NM_080648,NM_080649	537.00	1076.00
APEX2	NM_001271748,NM_014481	102.00	174.00
APH1A	NM_001077628,NM_001243771,NM_001243772,NM_016022,NR_045033,NR_045034,NR_045035	454.00	419.00
APH1B	NM_001145646,NM_031301	11.00	1.00
API5	NM_001142930,NM_001142931,NM_001243747,NM_006595,NR_024625	314.00	537.00
APIP	NM_015957	16.00	64.00
APITD1	NM_199294,NR_036462	12.96	32.96
APITD1-CORT	NM_001243768,NM_001270517,NM_198544,NM_199006,NR_037187	2.04	7.04
APLF	NM_173545	1.00	0.00
APLN	NM_017413	0.00	0.00
APLNR	NM_005161,NR_027991	97.00	85.00
APLP1	NM_001024807,NM_005166	78.00	89.00
APLP2	NM_001142276,NM_001142277,NM_001142278,NM_001243299,NM_001642,NR_024515,NR_024516	1356.00	1983.00
APMAP	NM_020531	277.00	243.00
APOA1	NM_000039	6.00	12.00
APOA1-AS	NR_126362	0.00	0.00
APOA1BP	NM_144772	105.00	61.00
APOA2	NM_001643	6.00	2.00
APOA4	NM_000482	0.00	0.00
APOA5	NM_001166598,NM_052968	0.00	0.00
APOB	NM_000384	18.00	6.00
APOBEC1	NM_001304566,NM_001644,NM_005889	0.00	1.00
APOBEC2	NM_006789	6.00	1.00
APOBEC3A	NM_001270406,NM_145699	0.00	0.00
APOBEC3A_B	NM_001193289	0.00	0.00
APOBEC3B	NM_001270411,NM_004900	4.00	5.37
APOBEC3B-AS1	NR_104187,NR_104187_1	0.00	2.00
APOBEC3C	NM_014508	38.00	42.00
APOBEC3D	NM_152426	9.77	32.60
APOBEC3F	NM_001006666,NM_145298	5.23	42.41
APOBEC3G	NM_021822	13.00	42.63
APOBEC3H	NM_001166002,NM_001166003,NM_001166004,NM_181773	2.00	1.00
APOBEC4	NM_203454	0.00	0.00
APOBR	NM_018690	5.00	6.00
APOC1	NM_001645	47.00	165.00
APOC1P1	NR_028412,NR_028413,NR_028414	0.00	0.00
APOC2	NM_000483	0.00	2.00
APOC3	NM_000040	3.00	0.00
APOC4	NM_001646	0.00	0.00
APOC4-APOC2	NR_037932	0.00	0.00
APOD	NM_001647	5.00	1.00
APOE	NM_000041,NM_001302688,NM_001302689,NM_001302690,NM_001302691	774.00	2364.00
APOF	NM_001638	0.00	0.00
APOH	NM_000042	0.00	0.00
APOL1	NM_001136540,NM_001136541,NM_003661,NM_145343	7.00	1.00
APOL2	NM_030882,NM_145637	13.00	3.00
